timestamp,open,high,low,close,volume
2025-04-10 10:17:00,82076.11,82076.11,81984.64,81989.92,14.68431
2025-04-10 10:18:00,81989.93,82003.3,81950.0,81954.07,25.1861
2025-04-10 10:19:00,81954.07,81959.08,81866.22,81925.71,32.0735
2025-04-10 10:20:00,81925.71,81925.71,81773.47,81782.61,35.0284
2025-04-10 10:21:00,81782.61,81823.99,81779.15,81789.54,14.09462
2025-04-10 10:22:00,81789.53,81789.53,81728.07,81737.1,36.27133
2025-04-10 10:23:00,81737.09,81743.91,81722.98,81741.34,3.81452
2025-04-10 10:24:00,81741.33,81829.72,81741.33,81818.29,8.69315
2025-04-10 10:25:00,81818.28,81818.29,81744.39,81744.39,8.02103
2025-04-10 10:26:00,81744.39,81770.08,81727.4,81760.75,12.07066
2025-04-10 10:27:00,81760.76,81776.0,81750.11,81770.5,4.9643
2025-04-10 10:28:00,81770.5,81777.8,81722.08,81740.88,7.95489
2025-04-10 10:29:00,81740.88,81753.22,81729.79,81729.79,3.71105
2025-04-10 10:30:00,81729.13,81848.03,81720.0,81836.15,13.7329
2025-04-10 10:31:00,81836.0,81867.22,81780.68,81808.36,11.46801
2025-04-10 10:32:00,81808.36,81823.0,81759.11,81770.5,8.97232
2025-04-10 10:33:00,81770.49,81775.66,81727.57,81739.13,14.45483
2025-04-10 10:34:00,81739.13,81770.56,81702.79,81770.56,7.38731
2025-04-10 10:35:00,81771.32,81793.57,81710.46,81733.55,7.6872
2025-04-10 10:36:00,81733.54,81733.55,81686.14,81708.02,10.49668
2025-04-10 10:37:00,81708.02,81726.93,81700.0,81726.2,7.41082
2025-04-10 10:38:00,81726.21,81826.21,81706.55,81818.3,10.01788
2025-04-10 10:39:00,81818.31,81826.09,81737.4,81746.0,25.72162
2025-04-10 10:40:00,81746.01,81765.35,81721.69,81759.97,27.26402
2025-04-10 10:41:00,81759.97,81759.97,81687.09,81687.09,35.45926
2025-04-10 10:42:00,81687.1,81691.2,81639.16,81670.19,45.87753
2025-04-10 10:43:00,81670.19,81670.2,81615.3,81630.0,23.40582
2025-04-10 10:44:00,81629.99,81630.0,81604.57,81606.18,21.32037
2025-04-10 10:45:00,81606.19,81639.85,81596.38,81611.66,27.82141
2025-04-10 10:46:00,81611.66,81614.8,81565.43,81575.19,29.24947
2025-04-10 10:47:00,81575.2,81648.35,81575.19,81648.35,8.61873
2025-04-10 10:48:00,81648.35,81712.4,81648.35,81712.4,14.58179
2025-04-10 10:49:00,81712.4,81712.4,81656.3,81681.26,8.53756
2025-04-10 10:50:00,81681.26,81711.06,81665.6,81709.55,12.96616
2025-04-10 10:51:00,81709.55,81709.56,81657.44,81668.0,8.54184
2025-04-10 10:52:00,81668.0,81732.56,81668.0,81732.56,4.20813
2025-04-10 10:53:00,81732.55,81738.59,81700.0,81700.0,16.04534
2025-04-10 10:54:00,81700.01,81700.01,81652.17,81657.99,11.7477
2025-04-10 10:55:00,81657.99,81671.87,81655.4,81671.86,3.74094
2025-04-10 10:56:00,81671.86,81691.5,81660.61,81681.32,5.08803
2025-04-10 10:57:00,81681.32,81743.72,81681.31,81743.72,6.07081
2025-04-10 10:58:00,81743.72,81766.04,81736.71,81766.04,4.72176
2025-04-10 10:59:00,81766.04,81766.05,81766.03,81766.05,3.30302
2025-04-10 11:00:00,81766.04,81857.74,81766.04,81837.01,13.73035
2025-04-10 11:01:00,81837.0,81837.01,81785.78,81785.78,5.56444
2025-04-10 11:02:00,81785.78,81785.78,81756.61,81765.05,8.76203
2025-04-10 11:03:00,81765.04,81765.04,81687.54,81687.54,9.7651
2025-04-10 11:04:00,81687.54,81696.75,81660.64,81686.85,4.51518
2025-04-10 11:05:00,81686.85,81686.85,81616.11,81629.9,10.4674
2025-04-10 11:06:00,81629.91,81656.0,81608.69,81656.0,9.89504
2025-04-10 11:07:00,81655.99,81662.21,81633.34,81633.34,5.54921
2025-04-10 11:08:00,81633.34,81659.09,81633.34,81640.89,5.9805
2025-04-10 11:09:00,81640.88,81652.18,81627.5,81652.17,6.72017
2025-04-10 11:10:00,81652.18,81693.65,81634.93,81634.93,14.46733
2025-04-10 11:11:00,81634.93,81634.94,81579.87,81580.6,25.75341
2025-04-10 11:12:00,81580.6,81580.61,81545.45,81562.2,16.80934
2025-04-10 11:13:00,81562.2,81588.69,81562.2,81568.39,10.16027
2025-04-10 11:14:00,81568.39,81568.39,81540.61,81547.96,6.74869
2025-04-10 11:15:00,81547.97,81580.0,81540.61,81562.89,7.85426
2025-04-10 11:16:00,81562.9,81562.9,81538.44,81541.14,5.17376
2025-04-10 11:17:00,81541.14,81559.42,81516.0,81552.75,8.20587
2025-04-10 11:18:00,81552.76,81552.76,81507.37,81513.99,5.26868
2025-04-10 11:19:00,81513.99,81569.65,81502.02,81569.65,8.03367
2025-04-10 11:20:00,81569.65,81667.47,81569.65,81667.46,12.6958
2025-04-10 11:21:00,81667.47,81667.47,81638.85,81638.86,5.14566
2025-04-10 11:22:00,81638.86,81680.59,81638.85,81680.59,4.41237
2025-04-10 11:23:00,81680.59,81722.13,81680.59,81700.34,9.80485
2025-04-10 11:24:00,81700.34,81731.99,81700.33,81720.97,9.01917
2025-04-10 11:25:00,81720.97,81739.14,81720.96,81733.14,5.00179
2025-04-10 11:26:00,81733.14,81739.14,81710.0,81710.0,6.78112
2025-04-10 11:27:00,81710.0,81710.0,81633.23,81638.11,7.00015
2025-04-10 11:28:00,81638.1,81638.11,81608.69,81619.07,3.2726
2025-04-10 11:29:00,81619.06,81660.0,81610.0,81619.19,8.11454
2025-04-10 11:30:00,81619.18,81637.28,81612.08,81621.3,5.7526
2025-04-10 11:31:00,81621.29,81672.43,81599.99,81672.43,19.31022
2025-04-10 11:32:00,81672.43,81768.92,81667.93,81757.88,12.12901
2025-04-10 11:33:00,81757.87,81773.0,81731.92,81731.92,7.06553
2025-04-10 11:34:00,81731.92,81731.92,81700.0,81708.61,9.51011
2025-04-10 11:35:00,81708.6,81711.0,81705.05,81711.0,3.23018
2025-04-10 11:36:00,81711.0,81788.74,81710.99,81788.74,11.96115
2025-04-10 11:37:00,81788.73,81788.74,81766.54,81773.46,9.85441
2025-04-10 11:38:00,81773.46,81773.46,81757.82,81764.9,4.06901
2025-04-10 11:39:00,81764.91,81772.71,81750.0,81772.7,15.89623
2025-04-10 11:40:00,81772.71,81892.4,81772.7,81868.97,33.29357
2025-04-10 11:41:00,81868.97,81868.98,81786.36,81861.64,22.98733
2025-04-10 11:42:00,81861.64,81890.38,81838.04,81851.69,8.86794
2025-04-10 11:43:00,81851.69,81879.27,81818.05,81879.26,7.35267
2025-04-10 11:44:00,81879.26,81879.27,81822.0,81854.69,9.06579
2025-04-10 11:45:00,81854.68,81913.05,81827.85,81913.05,9.23446
2025-04-10 11:46:00,81913.05,81924.83,81899.39,81916.23,10.89736
2025-04-10 11:47:00,81916.23,81944.0,81867.4,81868.51,12.61585
2025-04-10 11:48:00,81868.51,81906.24,81850.45,81879.74,8.92787
2025-04-10 11:49:00,81879.74,81891.7,81855.35,81888.17,3.66666
